STRD_YYMM,SIDO_NM,CCG_NM,GENDER_CD,AGE_CD,TP_BUZ_NO,TP_BUZ_NM,amt,cnt
202603,울산광역시,남구,2,5,4020,슈퍼 마켓,298450000,18135
202602,경기도,안성시,3,4,8005,중국음식,20390000,518
202601,경상남도,거제시,3,4,4010,편 의 점,54320000,5638
202603,경기도,성남시 분당구,1,3,4020,슈퍼 마켓,41130000,2813
202605,부산광역시,북구,1,6,8301,제 과 점,72770000,6267
202602,전라남도,여수시,1,6,4020,슈퍼 마켓,434060000,18451
202603,경기도,포천시,2,2,4004,대형할인점,8150000,278
202606,광주광역시,서구,2,6,4004,대형할인점,246640000,6878
202604,경기도,용인시 기흥구,2,6,8001,일반한식,462380000,13442
202604,전북특별자치도,정읍시,2,4,8006,서양음식,34130000,2781
202601,경기도,군포시,1,3,8006,서양음식,90460000,10216
202603,서울특별시,마포구,2,6,8005,중국음식,57610000,1590
202606,경기도,안산시 단원구,2,6,8021,스넥,52800000,3304
202605,서울특별시,도봉구,3,6,4020,슈퍼 마켓,12500000,739
202603,전북특별자치도,전주시 완산구,1,5,4010,편 의 점,234760000,27188
202603,경기도,양주시,1,5,8006,서양음식,138870000,10355
202602,경상북도,김천시,1,3,8001,일반한식,114800000,2967
202604,충청북도,진천군,2,5,4010,편 의 점,39260000,4037
202604,서울특별시,광진구,2,4,8301,제 과 점,48060000,4921
202602,대구광역시,달성군,1,4,8021,스넥,58670000,3562
202601,인천광역시,미추홀구,1,3,8001,일반한식,479470000,12406
202602,광주광역시,서구,1,3,4004,대형할인점,149590000,3136
202601,충청북도,음성군,1,5,4020,슈퍼 마켓,208090000,6409
202605,대구광역시,중구,3,2,8004,일식회집,13210000,402
202603,전북특별자치도,전주시 완산구,1,2,8001,일반한식,318360000,8135
202605,대전광역시,동구,1,5,8301,제 과 점,22030000,1949
202605,경기도,남양주시,2,6,8005,중국음식,49210000,1693
202603,충청북도,진천군,2,6,4010,편 의 점,29200000,2752
202604,서울특별시,성북구,3,6,8001,일반한식,37850000,1032
202602,경기도,화성시 만세구,2,5,8006,서양음식,85280000,5476
202601,경기도,시흥시,2,2,8006,서양음식,113030000,10491
202602,충청남도,천안시 서북구,3,5,8001,일반한식,83760000,2228
202604,부산광역시,연제구,2,4,4004,대형할인점,260450000,7249
202601,경상북도,영천시,1,5,8001,일반한식,319440000,8385
202606,경기도,성남시 수정구,1,6,4020,슈퍼 마켓,287300000,17088
202605,경상남도,함안군,2,2,8001,일반한식,24540000,1659
202603,경상남도,함안군,2,6,8001,일반한식,165130000,6699
202603,전북특별자치도,김제시,2,6,4020,슈퍼 마켓,104690000,3354
202604,경상남도,함안군,3,6,8001,일반한식,12930000,652
202605,대구광역시,달성군,1,4,8001,일반한식,831590000,24646
202602,경기도,화성시 효행구,2,4,8301,제 과 점,14740000,1047
202606,대구광역시,수성구,1,2,8005,중국음식,27150000,946
202605,경기도,안양시 동안구,2,6,8301,제 과 점,65920000,5990
202604,전라남도,구례군,1,5,4010,편 의 점,22240000,2026
202606,경기도,화성시 병점구,1,3,8021,스넥,26050000,1320
202604,경상남도,거제시,1,4,4004,대형할인점,137060000,4272
202601,경기도,고양시 일산동구,1,5,8006,서양음식,215250000,16008
202602,경기도,양주시,1,2,8001,일반한식,112070000,2807
202604,부산광역시,수영구,2,2,8001,일반한식,362290000,9408
202606,경기도,파주시,2,4,4020,슈퍼 마켓,368390000,11883
202605,충청북도,청주시 흥덕구,2,5,4020,슈퍼 마켓,330660000,15112
202604,경기도,성남시 중원구,2,3,4010,편 의 점,87860000,11634
202605,경상북도,칠곡군,2,4,8001,일반한식,256360000,11884
202602,서울특별시,서초구,1,5,4004,대형할인점,425220000,12480
202603,경기도,오산시,2,3,8301,제 과 점,23940000,2188
202601,경기도,평택시,1,4,8004,일식회집,115790000,1713
202606,광주광역시,광산구,2,3,4020,슈퍼 마켓,269060000,16498
202606,경상남도,김해시,1,6,8021,스넥,97440000,5529
202604,대구광역시,북구,1,2,8301,제 과 점,21800000,2320
202606,충청남도,천안시 서북구,2,2,8301,제 과 점,22210000,1813
202603,경상남도,통영시,1,5,8002,갈비전문점,12670000,156
202603,경상남도,양산시,1,4,8006,서양음식,219870000,23182
202601,서울특별시,강동구,2,2,8004,일식회집,46360000,1233
202602,서울특별시,강동구,2,6,4004,대형할인점,473110000,16731
202602,충청남도,아산시,1,5,8001,일반한식,823370000,20815
202604,부산광역시,중구,1,1,8301,제 과 점,440000,79
202605,경기도,용인시 수지구,1,5,8021,스넥,59660000,3259
202606,경기도,이천시,3,3,8301,제 과 점,6210000,479
202606,충청북도,증평군,1,4,8001,일반한식,70610000,1716
202606,경상남도,창원시 진해구,2,5,8006,서양음식,81950000,7990
202606,경상남도,양산시,1,5,8001,일반한식,1035810000,30605
202606,전북특별자치도,군산시,2,2,8006,서양음식,49810000,4532
202603,강원특별자치도,속초시,x,x,4010,편 의 점,22120000,2319
202603,경상남도,진주시,2,1,8006,서양음식,18130000,1751
202602,서울특별시,강남구,1,1,8006,서양음식,118230000,11844
202606,전북특별자치도,남원시,3,5,4020,슈퍼 마켓,14460000,916
202601,광주광역시,광산구,3,4,4010,편 의 점,92700000,10081
202603,경기도,안양시 만안구,2,6,4010,편 의 점,96680000,11099
202604,경기도,고양시 일산서구,2,2,4004,대형할인점,23810000,1109
202602,서울특별시,동대문구,1,1,8006,서양음식,11780000,1311
202605,서울특별시,서대문구,2,6,8021,스넥,68190000,4717
202605,부산광역시,남구,1,1,8005,중국음식,4110000,223
202605,강원특별자치도,홍천군,1,1,8006,서양음식,5300000,341
202602,전북특별자치도,김제시,1,2,4020,슈퍼 마켓,13790000,555
202604,경상남도,창원시 마산합포구,2,5,8021,스넥,30490000,1986
202602,경상북도,영천시,1,4,8006,서양음식,31700000,2974
202602,충청북도,청주시 청원구,2,5,8001,일반한식,285800000,8153
202606,전북특별자치도,전주시 덕진구,2,6,8021,스넥,33510000,1921
202601,경기도,수원시 권선구,1,2,8001,일반한식,174650000,5123
202602,경기도,고양시 덕양구,3,6,8006,서양음식,8430000,615
202604,광주광역시,동구,2,5,8021,스넥,30300000,2042
202601,경기도,수원시 권선구,1,3,4020,슈퍼 마켓,140820000,7991
202602,인천광역시,서구,1,5,8301,제 과 점,66580000,4756
202603,인천광역시,남동구,3,3,8004,일식회집,7380000,114
202605,경기도,부천시 원미구,3,6,4020,슈퍼 마켓,50870000,3542
202601,울산광역시,중구,1,3,8301,제 과 점,12940000,1043
202603,경기도,부천시 원미구,3,2,4020,슈퍼 마켓,27210000,2468
202603,광주광역시,광산구,1,2,8021,스넥,42790000,2564
202604,서울특별시,도봉구,2,3,8004,일식회집,18860000,467
202601,경상남도,합천군,1,4,8001,일반한식,52730000,1051
202606,경기도,수원시 장안구,1,4,8021,스넥,47950000,2521
202601,인천광역시,옹진군,1,3,8001,일반한식,23490000,526
202605,충청남도,청양군,1,4,8001,일반한식,45820000,915
202603,서울특별시,서대문구,2,1,8301,제 과 점,6610000,1121
202605,경기도,안산시 단원구,1,6,8301,제 과 점,53690000,4403
202606,충청북도,보은군,2,5,8001,일반한식,59060000,2517
202606,충청북도,제천시,1,6,4010,편 의 점,92310000,9484
202604,경상남도,사천시,2,2,4010,편 의 점,12760000,1522
202605,서울특별시,서초구,3,1,4010,편 의 점,6900000,1103
202601,경기도,안산시 단원구,2,6,8301,제 과 점,53370000,4169
202602,경기도,구리시,1,3,4004,대형할인점,48380000,1395
202602,경기도,안양시 만안구,2,5,8301,제 과 점,34610000,2967
202606,경상북도,김천시,1,5,8006,서양음식,42570000,3899
202606,충청남도,홍성군,2,4,4010,편 의 점,46440000,4652
202601,광주광역시,동구,1,1,8006,서양음식,16920000,1500
202601,전북특별자치도,군산시,1,2,4010,편 의 점,108650000,14318
202601,강원특별자치도,홍천군,2,4,8001,일반한식,131470000,5514
202606,인천광역시,부평구,2,6,8021,스넥,62680000,4120
202606,충청북도,충주시,1,3,4010,편 의 점,175690000,19929
202606,서울특별시,광진구,2,3,8004,일식회집,58310000,1624
202603,울산광역시,남구,2,5,8021,스넥,60640000,3768
202605,경기도,용인시 기흥구,1,4,8004,일식회집,49830000,974
202605,경기도,오산시,2,5,8021,스넥,35430000,2181
202606,전북특별자치도,전주시 덕진구,1,6,4010,편 의 점,151070000,17970
202602,경상남도,창원시 마산회원구,1,3,8006,서양음식,70290000,7989
202606,서울특별시,양천구,3,3,4010,편 의 점,16710000,2305
202605,경상북도,상주시,3,5,4010,편 의 점,4570000,471
202601,경기도,안산시 단원구,2,2,8001,일반한식,237630000,6496
202601,경기도,고양시 일산동구,1,6,8021,스넥,40850000,2680
202605,서울특별시,중구,2,5,8005,중국음식,68970000,2028
202601,경상북도,영양군,1,4,8001,일반한식,20880000,796
202602,부산광역시,사하구,1,2,8021,스넥,26140000,1379
202604,대구광역시,달성군,1,3,8004,일식회집,31800000,643
202602,경상남도,창원시 마산회원구,1,1,4010,편 의 점,14330000,3111
202605,경기도,부천시 원미구,2,4,8301,제 과 점,67120000,5406
202602,인천광역시,강화군,2,3,4010,편 의 점,16140000,1473
202601,대구광역시,달서구,1,1,4004,대형할인점,8170000,556
202605,경기도,화성시 만세구,2,4,8301,제 과 점,26070000,2019
202606,경상남도,진주시,2,6,8301,제 과 점,36850000,2557
202604,인천광역시,남동구,3,5,4020,슈퍼 마켓,77290000,4299
202604,서울특별시,용산구,3,6,4010,편 의 점,19230000,2337
202604,전라남도,영암군,1,3,4020,슈퍼 마켓,18400000,909
202604,부산광역시,부산진구,1,5,8005,중국음식,95750000,4227
202603,인천광역시,옹진군,3,5,4010,편 의 점,630000,63
202606,경상남도,통영시,2,4,8301,제 과 점,14420000,963
202602,부산광역시,남구,1,5,8006,서양음식,149660000,17827
202602,서울특별시,은평구,2,6,8006,서양음식,114170000,11252
202604,세종특별자치시,세종특별자치시,1,1,8006,서양음식,16540000,2126
202603,세종특별자치시,세종특별자치시,2,5,8301,제 과 점,45850000,3646
202601,서울특별시,금천구,3,6,4020,슈퍼 마켓,77410000,5495
202602,부산광역시,금정구,2,6,8004,일식회집,21140000,478
202605,충청북도,청주시 흥덕구,1,2,8005,중국음식,24120000,823
202606,울산광역시,중구,2,5,4010,편 의 점,80850000,9186
202603,울산광역시,남구,2,3,4004,대형할인점,97570000,2541
202603,서울특별시,은평구,3,6,8006,서양음식,5860000,680
202605,서울특별시,구로구,2,1,4010,편 의 점,17590000,3525
202603,광주광역시,북구,3,2,8021,스넥,7160000,679
202605,서울특별시,성북구,1,5,8005,중국음식,73390000,2967
202606,전라남도,고흥군,1,2,8001,일반한식,15970000,394
202602,충청남도,천안시 동남구,x,x,8006,서양음식,42110000,4621
202601,경기도,남양주시,2,4,8021,스넥,75920000,4730
202604,부산광역시,사하구,1,3,8005,중국음식,34230000,1324
202601,인천광역시,부평구,2,1,8301,제 과 점,2700000,307
202604,경상북도,포항시 북구,2,2,4020,슈퍼 마켓,34110000,1951
202602,대구광역시,달서구,2,4,8004,일식회집,48960000,946
202602,경기도,화성시 만세구,2,5,8301,제 과 점,22140000,1537
202601,대구광역시,북구,2,3,8301,제 과 점,54400000,4066
202603,경상북도,울진군,2,4,8001,일반한식,34000000,741
202605,전북특별자치도,진안군,1,6,8001,일반한식,142830000,4865
202603,전라남도,나주시,2,6,4020,슈퍼 마켓,80150000,2711
202602,부산광역시,동구,1,2,8001,일반한식,121620000,4567
202606,울산광역시,남구,1,3,8004,일식회집,100500000,1771
202601,경기도,화성시 동탄구,1,5,8021,스넥,54120000,3177
202602,경기도,안양시 만안구,2,4,8001,일반한식,181870000,5822
202601,대전광역시,서구,1,2,4004,대형할인점,60980000,1682
202602,전라남도,보성군,1,6,8006,서양음식,17880000,1300
202604,충청남도,아산시,3,5,4004,대형할인점,16450000,372
202602,경기도,하남시,2,1,8006,서양음식,7500000,830
202605,강원특별자치도,춘천시,3,6,4010,편 의 점,12390000,1483
202606,서울특별시,금천구,3,4,4020,슈퍼 마켓,67180000,4952
202601,경기도,안산시 단원구,1,2,8006,서양음식,161170000,15879
202606,경기도,안성시,1,5,8005,중국음식,57270000,2444
202604,서울특별시,양천구,1,6,8006,서양음식,128170000,14150
202603,경기도,용인시 수지구,2,2,8001,일반한식,91340000,3179
202606,서울특별시,송파구,1,3,4020,슈퍼 마켓,111660000,10353
202601,부산광역시,동구,1,2,4020,슈퍼 마켓,14150000,1544
202605,경상북도,봉화군,1,3,4010,편 의 점,9220000,847
202605,서울특별시,동작구,2,5,4020,슈퍼 마켓,195550000,12125
202602,서울특별시,관악구,3,5,8005,중국음식,10380000,283
202606,경기도,수원시 팔달구,1,3,8001,일반한식,634400000,14128
202604,경기도,하남시,2,6,4010,편 의 점,83660000,9179
202606,제주특별자치도,서귀포시,1,2,4010,편 의 점,124370000,15553
202606,강원특별자치도,동해시,1,6,4004,대형할인점,45960000,1060
202605,강원특별자치도,원주시,3,2,8001,일반한식,37690000,1576
202604,울산광역시,북구,1,5,8301,제 과 점,23820000,1749
202602,울산광역시,북구,2,3,4010,편 의 점,52080000,5565
202605,경기도,부천시 오정구,1,4,8021,스넥,26010000,1394
202605,경상북도,울릉군,1,6,8301,제 과 점,5340000,158
202604,인천광역시,강화군,1,6,8006,서양음식,69340000,3944
202604,경기도,고양시 일산동구,2,3,8021,스넥,23680000,1861
202603,경상남도,함안군,3,3,4010,편 의 점,33010000,3000
202605,경기도,김포시,x,x,4020,슈퍼 마켓,77220000,3015
202602,경기도,남양주시,2,4,8004,일식회집,39380000,889
202605,서울특별시,용산구,2,2,8301,제 과 점,37070000,3578
202604,부산광역시,사하구,2,4,4020,슈퍼 마켓,172270000,12485
202606,울산광역시,울주군,1,6,4020,슈퍼 마켓,263270000,14856
202604,울산광역시,북구,2,4,4010,편 의 점,93090000,10708
202606,서울특별시,성북구,1,3,8001,일반한식,319830000,9428
202604,충청북도,제천시,1,5,8005,중국음식,31190000,1184
202606,경상북도,상주시,1,6,8005,중국음식,63070000,2676
202601,경기도,용인시 처인구,2,4,8301,제 과 점,29680000,2312
202606,경기도,화성시 동탄구,2,6,4010,편 의 점,64150000,6895
202606,전라남도,목포시,x,x,4010,편 의 점,299340000,33372
202605,인천광역시,중구,3,5,8006,서양음식,26390000,2222
202602,서울특별시,구로구,1,4,8004,일식회집,57280000,1275
202605,대구광역시,달서구,1,1,8006,서양음식,45110000,5505
202602,충청북도,제천시,2,3,8001,일반한식,78120000,1789
202602,서울특별시,금천구,x,x,8006,서양음식,68730000,12552
202604,대전광역시,중구,1,4,4020,슈퍼 마켓,112620000,8132
202606,강원특별자치도,춘천시,2,3,4004,대형할인점,87610000,2247
202603,전라남도,광양시,2,5,8001,일반한식,314570000,8764
202602,경상남도,거창군,1,5,4020,슈퍼 마켓,77920000,2978
202602,대구광역시,북구,2,3,4020,슈퍼 마켓,172010000,10228
202602,전라남도,영암군,1,4,8006,서양음식,19760000,2187
202601,서울특별시,성북구,1,3,8004,일식회집,49060000,1007
202603,경기도,수원시 영통구,1,6,8021,스넥,44290000,3389
202606,광주광역시,남구,1,5,8301,제 과 점,30930000,2281
202602,서울특별시,용산구,2,6,4010,편 의 점,131450000,14990
202604,경기도,가평군,1,6,8004,일식회집,4160000,89
